day,susceptible,infected,recovered,deceased
33.20754716981132,871162.7482302041,87489.313274806,36753.72310665791,4594.215388332239
34.21383647798742,846439.940562585,103575.25215857208,44430.93980341603,5553.867475427004
35.22012578616352,818188.7340883208,121642.59486394985,53483.263153537264,6685.407894192158
36.22641509433962,786353.8241887623,141571.64842612494,64066.2465645447,8008.280820568088
37.23270440251572,751036.3314850657,163103.29446072166,76320.33249263352,9540.04156157919
38.23899371069182,712520.7912621568,185825.35331850557,90358.98259496703,11294.87282437088
39.24528301886792,671285.0524155751,209176.52308485867,106256.37733294789,13282.047166618486
40.25157232704402,627986.7999205285,232472.36019866797,124036.30211627,15504.53776453375
41.257861635220124,583424.5574185271,254953.40408808782,143664.03421634264,17958.00427704283
42.264150943396224,538476.9396318077,275849.8795282812,165042.8274132545,20630.353426656813
43.270440251572325,494029.6475122493,294452.4309173217,188015.93028482608,23501.99128560326
44.276729559748425,450903.0474179561,310176.076340388,212374.1122148056,26546.7640268507
45.283018867924525,409792.72531331994,322606.14085013495,237867.67452137385,29733.45931517173
46.289308176100626,371231.4711398092,331519.68296474084,264221.1963515115,33027.64954393894
47.295597484276726,335575.3669659425,336882.0236091247,291148.98615549627,36393.623269437034
48.301886792452834,303011.27876986266,338823.14695512917,318369.3993555633,39796.17491944541
49.308176100628934,273579.6121889005,337601.6035993177,345616.6970771398,43202.087134642476
50.314465408805034,247205.17510112413,333563.83844126837,372649.76574009605,46581.220717512006
51.320754716981135,223729.846019425,327105.3534068291,399257.6005099969,49907.20006374961
52.327044025157235,202942.60932786635,318637.774753557,425261.88081651315,53157.73510206414
53.333333333333336,184604.51370330233,308563.63712738623,450517.1992616107,56314.649907701336
54.339622641509436,168467.7499106747,297258.9726474163,474909.57994836406,59363.69749354551
55.34591194968554,154289.1148776669,285062.7727253733,498353.8776861869,62294.234710773366
56.35220125786164,141838.72118165178,272271.89817863726,520790.5605686324,65098.82007107905
57.35849056603774,130904.99127844557,259139.97576542565,542182.2515165592,67772.7814395699
58.36477987421384,121296.94500860444,245878.9705398915,562510.2972902261,70313.78716127826
59.37106918238994,112844.63809297129,232662.384889913,581771.5351263253,72721.44189079067
60.37735849056604,105398.42187830867,219629.3027564209,599975.3558802407,74996.91948503008
61.38364779874214,98827.5195300053,206888.73478955743,617141.1072715,77142.6384089375
62.38993710691824,93018.26238994933,194523.91045887093,633295.8463566045,79161.98079457556
63.39622641509434,87872.2161644887,182596.3008770858,648472.4292963786,81059.05366204733
64.40251572327044,83304.33866581849,171149.26412893232,662707.9086268885,82838.48857836107
65.40880503144655,79241.25168142896,160211.26458278325,676042.2077651451,84505.27597064314
66.41509433962264,75619.66832337576,149798.66479630113,688517.0372269544,86064.6296533693
67.42138364779875,72384.99200410246,139918.11175816084,700175.0188779886,87521.87735974857
68.42767295597484,69490.08679379242,130568.5523944216,711058.9873882547,88882.37342353184
69.43396226415095,66894.2095856379,121742.92006816033,721211.4403077353,90151.43003846692
70.44025157232704,64562.08975316261,113429.53419842834,730674.1120430308,91334.26400537885
71.44654088050315,62463.14011917212,105613.25318214533,739487.6503988295,92435.95629985369
72.45283018867924,60570.783095942985,98276.417580227,747691.3771767383,93461.4221470923
73.45911949685535,58861.876552680966,91399.6163397713,755323.1174289319,94415.38967861648
74.46540880503144,57316.22536688831,84962.30490236275,762419.0842051107,95302.38552563883
75.47169811320755,55916.16610122504,78943.29989839623,769013.8080003371,96126.72600004214
76.47798742138365,54646.213902389776,73321.1716105786,775140.1017662508,96892.51272078135
77.48427672955975,53492.762385362366,68074.55191405657,780829.0539560725,97603.63174450907
78.49056603773585,52443.82785415619,63182.37322789679,786110.04348262,98263.7554353275
79.49685534591195,51488.83149389451,58624.050425154295,791010.7716275128,98876.3464534391
80.50314465408805,50618.4134954401,54379.6165465169,795557.3066293721,99444.66332867151
81.50943396226415,49824.2740816728,50429.821108042575,799774.1376091423,99971.7672011428
82.51572327044025,49099.03743272178,46756.19802445416,803684.2351491775,100460.52939364719
83.52201257861635,48436.13496327318,43341.109120051326,807309.1163703788,100913.63954629735
84.52830188679245,47829.70494856672,40167.768294628324,810668.9126727161,101333.61408408951
85.53459119496856,47274.50604377463,37220.25037956342,813782.4387348113,101722.80484185141
86.54088050314465,46765.842677478024,34483.48780413864,816667.2617941191,102083.4077242649
87.54716981132076,46299.50045927122,31943.258047021074,819339.7702166297,102417.47127707872
88.55345911949685,45871.690244469195,29586.16383588186,821815.2408174664,102726.9051021833
89.55974842767296,45478.99941454653,27399.608291224824,824107.9042615372,103013.48803269216
90.56603773584905,45118.34954732468,25371.766024728167,826231.0083803982,103278.87604754977
91.57232704402516,44786.959390093594,23491.55170732567,828196.8790245168,103524.6098780646
92.57861635220125,44482.31254535422,21748.586823539976,830016.9783387614,103752.12229234517
93.58490566037736,44202.129067760936,20133.165630719046,831701.9602680184,103962.7450335023
94.59119496855345,43944.34052774314,18636.22072898513,833261.7233273532,104157.71541591916
95.59748427672956,43707.068085962084,17249.2887099759,834705.4606258335,104338.18257822919
96.60377358490567,43488.603080772315,15964.476401052312,836041.7071272677,104505.21339090847
97.61006289308176,43287.38990638943,14774.427861474749,837278.3842063437,104659.79802579296
98.61635220125787,43102.010834525914,13672.292363000799,838422.8416021991,104802.85520027489
99.62264150943396,42931.17250332242,12651.693538711354,839481.8968515262,104935.23710644078
100.62893081761007,42773.693934671726,11706.69975951978,840461.8722718304,105057.7340339788
101.63522012578616,42628.49582912133,10831.795860656957,841368.6296090867,105171.07870113583
102.64150943396227,42494.591002065215,10021.856213968873,842207.6024746371,105275.95030932964
103.64779874213836,42371.075865251,9272.119120275505,842983.8266795328,105372.9783349416
104.65408805031447,42257.12270913735,8578.162701280116,843701.9685240741,105462.74606550926
105.66037735849056,42151.972863588766,7935.881983882578,844366.3512466928,105545.7939058366
106.66666666666667,42054.93048761788,7341.467408486971,844980.9796479075,105622.62245598844
107.67295597484276,41965.35700368194,6791.384557146951,845549.5630570417,105693.69538213022
108.67924528301887,41882.66605867981,6282.355147959585,846075.5367052102,105759.44208815128
109.68553459119497,41806.31898350093,5811.3391954827175,846562.081618682,105820.26020233525
110.69182389937107,41735.82068493608,5375.518304453728,847012.1431205431,105876.51789006789
111.69811320754717,41670.715912517764,4972.280045663243,847428.4480371731,105928.55600464664
112.70440251572327,41610.58588808838,4599.203338929404,847813.520687096,105976.690085887
113.71069182389937,41555.04523000322,4254.044832501746,848169.6977222186,106021.21221527732
114.71698113207547,41503.73917103696,3934.7261680623938,848499.1419208014,106062.39274010017
115.72327044025157,41456.34101161218,3639.3221253093143,848803.854989404,106100.4818736755
116.72955974842768,41412.549812264435,3366.0495689321656,849085.6894389372,106135.71117986715
117.73584905660377,41372.08827996245,3113.25716597174,849346.3596036149,106168.29495045186
118.74213836477988,41334.70084119031,2879.415812933621,849587.4518630018,106198.43148287522
119.74842767295597,41300.15188973544,2663.1097292419518,849810.4341164655,106226.30426455819
120.75471698113208,41268.22417574593,2463.0281838716537,850016.6645692297,106252.08307115371
121.76100628930817,41238.71731978406,2277.957814555558,850207.3998805879,106275.92498507349
122.76729559748428,41211.44649176525,2106.7754650055176,850383.8027050936,106297.9753381367
123.77358490566037,41186.24114617225,1948.4415851984081,850546.9486832271,106318.36858540338
124.77987421383648,41162.94390511401,1801.9940354341684,850697.8329417359,106337.22911771698
125.78616352201257,41141.409522867725,1666.5424174082518,850837.3760530889,106354.67200663612
126.79245283018868,41121.50391808533,1541.2627391322067,850966.4296380298,106370.80370475372
127.79874213836477,41103.1033104397,1425.3925233461728,851085.7814810801,106385.72268513501
128.80503144654088,41086.093413159615,1318.226247229501,851196.1603018773,106399.52003773466
129.81132075471697,41070.36868451262,1219.111102291018,851298.2401895087,106412.28002368858
130.8176100628931,41055.831663040786,1127.443111707624,851392.6446446689,106424.08058058361
131.8238993710692,41042.39232199788,1042.6634584669948,851479.9504173654,106434.99380217068
132.83018867924528,41029.967512318595,964.2551714451123,851560.6909477664,106445.0863684708
133.83647798742138,41018.48041554184,891.7399669033505,851635.3596600496,106454.4199575062
134.8427672955975,41007.86006734864,824.6753990759572,851704.4129187345,106463.05161484181
135.8490566037736,40998.040899926724,762.6521651587618,851768.2728310359,106471.03410387949
136.85534591194968,40988.96233001706,705.2916414894389,851827.3298031061,106478.41622538827
137.86163522012578,40980.568377682015,652.2435954361373,851881.9449127846,106485.24311409808
138.8679245283019,40972.80730928872,603.1840496105781,851932.4521254237,106491.55651567796
139.874213836478,40965.631319224034,557.8133425438921,851979.1603006516,106497.39503758145
140.88050314465409,40958.996222278154,515.8542820155128,852022.3551072954,106502.79438841193
141.88679245283018,40952.86118435508,477.050491195511,852062.3007328447,106507.7875916056
142.8930817610063,40947.18846104665,441.1648262326279,852099.2415224193,106512.40519030241
143.8993710691824,40941.943165784534,407.9779507688866,852133.4034519533,106516.67543149416
144.9056603773585,40937.093052941185,377.2870041072412,852164.9955048467,106520.62443810583
145.91194968553458,40932.608314628684,348.9043563644397,852194.2109591181,106524.27636988976
146.9182389937107,40928.461394923885,322.6564638592405,852221.2285699714,106527.65357124642
147.9245283018868,40924.626821823025,298.38282629360447,852246.2136461195,106530.77670576493
148.9308176100629,40921.081047743435,275.9350020613621,852269.319066841,106533.66488335513
149.93710691823898,40917.80230326275,255.17570215198774,852290.68621741,106536.33577717625
150.9433962264151,40914.770462326225,235.9779527773454,852310.4458532422,106538.80573165527
151.9496855345912,40911.96691848109,218.224324610586,852328.7188950306,106541.08986187882
152.9559748427673,40909.374469105496,201.80621264566096,852345.6171717776,106543.2021464722
153.96226415094338,40906.97720983926,186.62317730915623,852361.2441003133,106545.15551253916
154.9685534591195,40904.760435940356,172.58232875353514,852375.6953202729,106546.96191503412
155.9748427672956,40902.71055162445,159.59775987560195,852389.0592786674,106548.63240983343
156.9811320754717,40900.81498631149,147.5900223246189,852401.417770102,106550.17722126275
157.98742138364778,40899.062117262874,136.4856418414108,852412.8464363527,106551.60580454409
158.9937106918239,40897.44119789556,126.2166688100612,852423.4152295958,106552.92690369948
160.0,40895.94229155911,116.72026275081942,852433.1888406143,106554.14860507679
